smiles,top_score
CC1(C)NC[C@@H](c2ccccn2)O1,-4.8
CC1(C)NC[C@H](c2ccccn2)O1,-6.4
CC1(C)NC[C@@H](c2ccncc2)O1,-4.8
CC1(C)NC[C@H](c2ccncc2)O1,-6.3
CC1(C)NCC[C@@H]1CC(=O)O,-5.0
CC1(C)NCC[C@H]1CC(=O)O,-4.7
CC1(C)NCC[C@@H]1c1ccc(F)c(F)c1,-6.3
CC1(C)NCC[C@H]1c1ccc(F)c(F)c1,-5.9
CC1(C)NCC[C@@H]1c1cccc(Cl)c1,-6.0
CC1(C)NCC[C@H]1c1cccc(Cl)c1,-5.6
CC1(C)NCC[C@@H]1c1ccccc1,-5.5
CC1(C)NCC[C@H]1c1ccccc1,-5.2
CC1(C)NCCO[C@@H]1c1cccnc1,-5.0
CC1(C)NCCO[C@H]1c1cccnc1,-4.7
CC1(C)NN[C@@H](C(N)=O)O1,-4.9
CC1(C)NN[C@H](C(N)=O)O1,-4.6
CC1(C)Nc2ccccc2C[C@@H]1Cl,-5.8
CC1(C)Nc2ccccc2C[C@H]1Cl,-4.9
CC1(C)OC(=O)[C@@H](CC(=O)Cl)O1,-5.1
CC1(C)OC(=O)[C@H](CC(=O)Cl)O1,-4.6
CC1(C)OC(=O)[C@@H](CC(CO)CO)O1,-5.8
CC1(C)OC(=O)[C@H](CC(CO)CO)O1,-5.0
CC1(C)OC(=O)[C@@H]1Oc1ccccc1,-5.4
CC1(C)OC(=O)[C@H]1Oc1ccccc1,-5.9
CC1(C)OC(=O)C[C@@H](O)C(=O)O1,-4.2
CC1(C)OC(=O)C[C@H](O)C(=O)O1,-3.6
CC1(C)OC(=O)C[C@@H]1CCC(=O)O,-5.4
CC1(C)OC(=O)C[C@H]1CCC(=O)O,-5.1
CC1(C)OC(=O)C[C@@H]1Cc1ncn[nH]1,-5.8
CC1(C)OC(=O)C[C@H]1Cc1ncn[nH]1,-5.2
CC1(C)OC(=O)C[C@@H]1N,-4.3
CC1(C)OC(=O)C[C@H]1N,-4.8
CC1(C)OC(=O)C[C@@H]1NCc1ccccc1,-6.5
CC1(C)OC(=O)C[C@H]1NCc1ccccc1,-6.0
CC1(C)OC(=O)CC[C@@H]1N,-3.7
CC1(C)OC(=O)CC[C@H]1N,-4.4
CC1(C)OC(=O)N(c2ccccc2)[C@@]1(C)O,-5.0
CC1(C)OC(=O)N(c2ccccc2)[C@]1(C)O,-5.4
CC1(C)OC(=O)N[C@@]12CCNC2=O,-3.1
CC1(C)OC(=O)N[C@]12CCNC2=O,-3.5
CC1(C)OC(=O)N[C@@H]1c1cccc(N)c1,-6.5
CC1(C)OC(=O)N[C@H]1c1cccc(N)c1,-5.5
CC1(C)OC(=O)N[C@@H]1c1ccccc1F,-5.8
CC1(C)OC(=O)N[C@H]1c1ccccc1F,-5.0
CC1(C)OC(=O)N[C@@H]1c1ccco1,-4.7
CC1(C)OC(=O)N[C@H]1c1ccco1,-5.1
CC1(C)OC(=O)N[C@@H]1c1cccs1,-5.0
CC1(C)OC(=O)N[C@H]1c1cccs1,-4.5
CC1(C)OC(=O)O[C@@H]1CO,-4.2
CC1(C)OC(=O)O[C@H]1CO,-4.6
CC1(C)O[C@@](C)(C(C)(C)O)[N+]([O-])=CC1=O,-2.4
CC1(C)O[C@](C)(C(C)(C)O)[N+]([O-])=CC1=O,-1.9
CC1(C)OC(C)(C)[C@@H](C(N)=O)C1=O,-4.1
CC1(C)OC(C)(C)[C@H](C(N)=O)C1=O,-3.5
CC1(C)O[C@@H](/C=N/O)C(C)(C)O1,-4.5
CC1(C)O[C@H](/C=N/O)C(C)(C)O1,-3.4
CC1(C)O[C@@H](CCO)C(C)(C)O1,-4.4
CC1(C)O[C@H](CCO)C(C)(C)O1,-3.5
CC1(C)O[C@@H]1C1CCCCC1,-5.2
CC1(C)O[C@H]1C1CCCCC1,-4.7
CC1(C)O[C@@H]1Cc1ccccc1C#N,-5.4
CC1(C)O[C@H]1Cc1ccccc1C#N,-5.9
CC1(C)OC=C([C@@H](O)C(F)(F)C(=O)O)O1,-5.8
CC1(C)OC=C([C@H](O)C(F)(F)C(=O)O)O1,-4.9
CC1(C)OCC(=C2CCCC[C@@H]2O)CO1,-5.6
CC1(C)OCC(=C2CCCC[C@H]2O)CO1,-6.8
CC1(C)OC[C@@H](C(=C2CC2)C2CC2)OO1,-6.1
CC1(C)OC[C@H](C(=C2CC2)C2CC2)OO1,-5.1
CC1(C)OC[C@@H](C(=O)N=[N+]=[N-])O1,-4.9
CC1(C)OC[C@H](C(=O)N=[N+]=[N-])O1,-4.6
CC1(C)OC[C@@H](C(N)=O)N1C(=O)O,-4.0
CC1(C)OC[C@H](C(N)=O)N1C(=O)O,-4.3
CC1(C)OC[C@@H](C(N)=O)O1,-4.9
CC1(C)OC[C@H](C(N)=O)O1,-4.5
CC1(C)OC[C@@](C)(/C(Cl)=N/O)O1,-4.5
CC1(C)OC[C@](C)(/C(Cl)=N/O)O1,-4.2
CC1(C)OCC(C)(C)[C@@H](C(=O)O)O1,-4.0
CC1(C)OCC(C)(C)[C@H](C(=O)O)O1,-5.0
CC1(C)OC[C@@H](/C=C/C(=O)CO)O1,-5.0
CC1(C)OC[C@H](/C=C/C(=O)CO)O1,-5.4
CC1(C)OC[C@@H](/C=C/c2ccccc2)O1,-6.7
CC1(C)OC[C@H](/C=C/c2ccccc2)O1,-7.0
CC1(C)OC[C@@H](C=O)O1,-4.2
CC1(C)OC[C@H](C=O)O1,-3.7
CC1(C)OC[C@@H](C/C([O-])=C/[N+]#N)O1,-5.4
CC1(C)OC[C@H](C/C([O-])=C/[N+]#N)O1,-4.7
CC1(C)OC[C@@H](CCC=N)O1,-5.4
CC1(C)OC[C@H](CCC=N)O1,-4.7
CC1(C)OC[C@@H](CCCCC(=O)O)O1,-6.0
CC1(C)OC[C@H](CCCCC(=O)O)O1,-5.4
CC1(C)OC[C@@H](CCCOC=O)O1,-5.2
CC1(C)OC[C@H](CCCOC=O)O1,-4.7
CC1(C)OC[C@@H](CCS(=O)(=O)O)O1,-5.0
CC1(C)OC[C@H](CCS(=O)(=O)O)O1,-4.7
CC1(C)OC[C@@H](CNC(=O)NC2CC2)O1,-6.5
CC1(C)OC[C@H](CNC(=O)NC2CC2)O1,-5.8
CC1(C)OC[C@@H](CNN)O1,-4.9
CC1(C)OC[C@H](CNN)O1,-4.4
CC1(C)OC[C@@H](CO)N1P,-3.5
CC1(C)OC[C@H](CO)N1P,-3.8
CC1(C)OC[C@@H](COCC2CC2)O1,-5.6
CC1(C)OC[C@H](COCC2CC2)O1,-5.0
CC1(C)OC[C@@H](COCF)O1,-4.6
CC1(C)OC[C@H](COCF)O1,-4.2
CC1(C)OC[C@@H](COc2ccncc2N)O1,-6.7
CC1(C)OC[C@H](COc2ccncc2N)O1,-6.3
CC1(C)OC[C@@H](COc2nccs2)O1,-5.7
CC1(C)OC[C@H](COc2nccs2)O1,-5.1
CC1(C)OC[C@@H](Cn2cc(CO)cn2)O1,-5.9
CC1(C)OC[C@H](Cn2cc(CO)cn2)O1,-5.2
CC1(C)OC[C@@H](Cn2cc(N)cn2)O1,-5.8
CC1(C)OC[C@H](Cn2cc(N)cn2)O1,-5.1
CC1(C)OC[C@@H](Cn2ccc(N=[N+]=[N-])n2)O1,-6.5
CC1(C)OC[C@H](Cn2ccc(N=[N+]=[N-])n2)O1,-5.6
CC1(C)OC[C@@H](Cn2cncn2)O1,-5.4
CC1(C)OC[C@H](Cn2cncn2)O1,-4.7
CC1(C)OC[C@@H](N=C=O)O1,-4.6
CC1(C)OC[C@H](N=C=O)O1,-4.1
CC1(C)OC[C@@](N=[N+]=[N-])(C(F)F)N=C1N,-4.2
CC1(C)OC[C@](N=[N+]=[N-])(C(F)F)N=C1N,-5.1
CC1(C)OC[C@@H](Oc2ccc(N)cc2)O1,-6.5
CC1(C)OC[C@H](Oc2ccc(N)cc2)O1,-5.5
CC1(C)OC[C@@H](c2ccc(C#N)cc2)O1,-6.5
CC1(C)OC[C@H](c2ccc(C#N)cc2)O1,-6.0
CC1(C)OC[C@@H](c2ccc(C=O)cc2)O1,-6.5
CC1(C)OC[C@H](c2ccc(C=O)cc2)O1,-6.1
CC1(C)OC[C@@H](c2ccc(CCN)cc2)O1,-6.7
CC1(C)OC[C@H](c2ccc(CCN)cc2)O1,-6.3
CC1(C)OC[C@@H](c2ccc(CN)cc2)O1,-6.4
CC1(C)OC[C@H](c2ccc(CN)cc2)O1,-6.0
CC1(C)OC[C@@H](c2ccc(CON)cc2)O1,-6.5
CC1(C)OC[C@H](c2ccc(CON)cc2)O1,-6.1
CC1(C)OC[C@@H](c2ccc([N+](=O)[O-])cc2)O1,-6.6
CC1(C)OC[C@H](c2ccc([N+](=O)[O-])cc2)O1,-6.2
CC1(C)OC[C@@H](c2ccccc2CC#N)O1,-4.9
CC1(C)OC[C@H](c2ccccc2CC#N)O1,-5.6
CC1(C)OC[C@@H](c2ccccc2CCN)O1,-5.4
CC1(C)OC[C@H](c2ccccc2CCN)O1,-5.7
CC1(C)OC[C@@H](c2ccccc2CNO)O1,-6.1
CC1(C)OC[C@H](c2ccccc2CNO)O1,-5.3
CC1(C)OC[C@@H](c2ccccc2CO)O1,-5.9
CC1(C)OC[C@H](c2ccccc2CO)O1,-6.6
CC1(C)OCC[C@@H](CBr)O1,-4.2
CC1(C)OCC[C@H](CBr)O1,-3.8
CC1(C)OCC[C@@H]1C=O,-4.0
CC1(C)OCC[C@H]1C=O,-4.3
CC1(C)OCC[C@@H]1N,-3.9
CC1(C)OCC[C@H]1N,-4.4
CC1(C)OCCC[C@@]12OCOC2(C)C,-0.6
CC1(C)OCCC[C@]12OCOC2(C)C,-2.3
CC1(C)OCCC[C@@H]1NC(=O)O,-4.7
CC1(C)OCCC[C@H]1NC(=O)O,-5.3
CC1(C)OCCC[C@@H]1NC(=O)[O-],-4.3
CC1(C)OCCC[C@H]1NC(=O)[O-],-4.6
CC1(C)OCCC[C@@H]1Nc1ncn[nH]1,-4.3
CC1(C)OCCC[C@H]1Nc1ncn[nH]1,-4.7
CC1(C)OCCN[C@@H]1O,-3.7
CC1(C)OCCN[C@H]1O,-4.5
CC1(C)OCc2ccccc2[C@@H]1C(=O)O,-5.1
CC1(C)OCc2ccccc2[C@H]1C(=O)O,-4.6
CC1(C)OOC(=O)[C@@H]1CC(=O)O,-4.6
CC1(C)OOC(=O)[C@H]1CC(=O)O,-5.2
CC1(C)Oc2c(cccc2N=[N+]=[N-])C[C@@H]1O,-5.0
CC1(C)Oc2c(cccc2N=[N+]=[N-])C[C@H]1O,-4.3
CC1(C)Oc2ccccc2C(=O)[C@@H]1C#N,-5.4
CC1(C)Oc2ccccc2C(=O)[C@H]1C#N,-4.6
CC1(C)Oc2ccccc2[C@@H]1NC1CC1,-5.3
CC1(C)Oc2ccccc2[C@H]1NC1CC1,-6.6
CC1(C)Oc2ccccc2C[C@@H]1C(=O)O,-4.2
CC1(C)Oc2ccccc2C[C@H]1C(=O)O,-5.3
CC1(C)SC(=S)N2CCC=CO[C@@H]21,-4.6
CC1(C)SC(=S)N2CCC=CO[C@H]21,-3.3
CC1(C)SCC[C@@H]1N,-3.6
CC1(C)SCC[C@H]1N,-4.2
CC1(C)SCCN1[C@@H](O)CCN,-3.7
CC1(C)SCCN1[C@H](O)CCN,-4.3
CC1(C)SCN(C(C)(C)C)[C@@H]1C(=O)O,-3.0
CC1(C)SCN(C(C)(C)C)[C@H]1C(=O)O,-2.2
CC1(C)SCN[C@@H]1C(=O)[O-],-3.6
CC1(C)SCN[C@H]1C(=O)[O-],-3.3
CC1(C)SSC(=O)[C@@]1(C)O,-3.1
CC1(C)SSC(=O)[C@]1(C)O,-3.5
CC1(C)c2cccc(F)c2N[C@@H]1C(=O)O,-6.8
CC1(C)c2cccc(F)c2N[C@H]1C(=O)O,-5.8
CC1(C)c2cccc(F)c2N[C@@H]1C(N)=O,-6.8
CC1(C)c2cccc(F)c2N[C@H]1C(N)=O,-6.1
CC1(C)c2ccccc2OCO[C@@H]1N=[N+]=[N-],-5.1
CC1(C)c2ccccc2OCO[C@H]1N=[N+]=[N-],-4.6
CC1([C@@]2(C)CCCNCC2)CCCCC1,-4.8
CC1([C@]2(C)CCCNCC2)CCCCC1,-2.6
CC1([C@@]2(C)CCNC2)CC1,-4.3
CC1([C@]2(C)CCNC2)CC1,-4.6
CC1([C@@]2(Cc3ccccc3Cl)CO2)CC1,-6.7
CC1([C@]2(Cc3ccccc3Cl)CO2)CC1,-6.4
C[C@@]1(C2=CCCCO2)CCCCCN1,-5.6
C[C@]1(C2=CCCCO2)CCCCCN1,-6.2
C[C@@]1(C2CC2)C=C(O)C=C(Cl)N1,-5.2
C[C@]1(C2CC2)C=C(O)C=C(Cl)N1,-5.9
CC(C)(C)N1CCCN[C@@](C)(C2CC2)C1,-2.9
CC(C)(C)N1CCCN[C@](C)(C2CC2)C1,-2.2
CC1(N2CCCN[C@@](C)(C3CC3)C2)CCC1,-3.7
CC1(N2CCCN[C@](C)(C3CC3)C2)CCC1,-3.2
C[C@@]1(C2CC2)CN(C2CC2)CCCN1,-3.8
C[C@]1(C2CC2)CN(C2CC2)CCCN1,-4.8
C[C@@]1(C2CC2)CN(C2CCC2)CCCN1,-3.0
C[C@]1(C2CC2)CN(C2CCC2)CCCN1,-3.9
C[C@@]1(C2CC2)CN(CC(F)F)CCN1,-5.3
C[C@]1(C2CC2)CN(CC(F)F)CCN1,-4.8
C[C@@]1(C2CC2)CN(CC2CCC2)CCN1,-6.1
C[C@]1(C2CC2)CN(CC2CCC2)CCN1,-5.4
C[C@@]1(C2CC2)CNCCN1C1CCCCC1,-4.0
C[C@]1(C2CC2)CNCCN1C1CCCCC1,-3.7
C[C@@]1(C2CC2)CNCCN1CC(F)(F)F,-4.5
C[C@]1(C2CC2)CNCCN1CC(F)(F)F,-4.2
C[C@@]1(C2CC2)NCCNC1=O,-4.9
C[C@]1(C2CC2)NCCNC1=O,-4.1
CC1([C@@H]2CC=CCC2)CCCC1,-6.2
CC1([C@H]2CC=CCC2)CCCC1,-4.8
CC1([C@@H]2CCC(=O)CCCC2=O)C=CC=C1,-4.0
CC1([C@H]2CCC(=O)CCCC2=O)C=CC=C1,-2.4
CC1([C@@H]2CCC3=C2CC3)CC1,-6.0
CC1([C@H]2CCC3=C2CC3)CC1,-5.1
C[C@@]1(C2CCCC2)CCCC(=O)C1,-6.2
C[C@]1(C2CCCC2)CCCC(=O)C1,-4.2
C[C@@]1(C2CCCCC2)CC12CCCCC2,-5.1
C[C@]1(C2CCCCC2)CC12CCCCC2,-6.9
C[C@@]1(C2CCCCCC2)CCCCCN1,-5.5
C[C@]1(C2CCCCCC2)CCCCCN1,-4.4
CC1([C@@H]2CCCNC2)CC1,-4.7
CC1([C@H]2CCCNC2)CC1,-5.6
CC1([C@@H]2CCCNC2)COC1,-4.6
CC1([C@H]2CCCNC2)COC1,-5.2
C[C@@]1(C2CCNCC2)CC(=O)NC1=O,-3.5
C[C@]1(C2CCNCC2)CC(=O)NC1=O,-4.3
CC1([C@@H]2CNC2=O)OCCO1,-4.1
CC1([C@H]2CNC2=O)OCCO1,-4.4
CC1([C@@H]2CNCCO2)COC1,-4.8
CC1([C@H]2CNCCO2)COC1,-4.1
CC1([C@@H]2COCCN2)COC1,-4.5
CC1([C@H]2COCCN2)COC1,-3.6
CC1([C@@H]2C[N+]2(C)C)CCC1,-3.9
CC1([C@H]2C[N+]2(C)C)CCC1,-4.2
C[C@@]1(/C=C/C(=O)N=[N+]=[N-])C=CC=C(O)C1,-6.5
C[C@]1(/C=C/C(=O)N=[N+]=[N-])C=CC=C(O)C1,-5.9
C[C@@]1(C=O)CCC2(C1)OCCCO2,-4.4
C[C@]1(C=O)CCC2(C1)OCCCO2,-4.0
CC1(C)CCCC2=C1CC[C@@](C)(C=O)C2,-4.5
CC1(C)CCCC2=C1CC[C@](C)(C=O)C2,-5.1
C[C@@]1(CBr)COCC1(F)F,-4.4
C[C@]1(CBr)COCC1(F)F,-4.0
C[C@@]1(CC(=O)CO)CCCCC1=O,-5.1
C[C@]1(CC(=O)CO)CCCCC1=O,-4.8
C[C@@]1(CC(=O)O)C=CC=N1,-4.3
C[C@]1(CC(=O)O)C=CC=N1,-4.6
C[C@@]1(CC(=O)O)NSc2ccc(N)cc21,-5.3
C[C@]1(CC(=O)O)NSc2ccc(N)cc21,-5.6
C[C@@]1(CC(=S)c2ccccc2)CC(=O)N1,-6.4
C[C@]1(CC(=S)c2ccccc2)CC(=O)N1,-6.0
C[C@@]1(CC(C#N)C#N)CC1(F)F,-5.3
C[C@]1(CC(C#N)C#N)CC1(F)F,-4.5
CC1(C[C@@H](C(=O)O)c2ccccc2)COC1,-5.8
CC1(C[C@H](C(=O)O)c2ccccc2)COC1,-6.3
CC1(C[C@@H](C(=O)O)c2ccccn2)COC1,-5.7
CC1(C[C@H](C(=O)O)c2ccccn2)COC1,-6.0
CC1(C[C@@H](CN)c2ccncc2)COC1,-5.3
CC1(C[C@H](CN)c2ccncc2)COC1,-6.0
CC1(C[C@@H](CO)c2ccccc2F)COC1,-5.5
CC1(C[C@H](CO)c2ccccc2F)COC1,-6.6
CC1(C[C@@H](CO)c2cccs2)COC1,-5.0
CC1(C[C@H](CO)c2cccs2)COC1,-5.7
CC1(C[C@@H]2CC=C(CC3CC3)CC2)CC1,-7.3
CC1(C[C@H]2CC=C(CC3CC3)CC2)CC1,-6.2
C[C@@]1(CC2CCCCCC2)CC(=O)CCN1,-6.9
C[C@]1(CC2CCCCCC2)CC(=O)CCN1,-6.2
CC1(C[C@@H]2CCCCN2)COC1,-5.6
CC1(C[C@H]2CCCCN2)COC1,-4.7
CC1(C[C@@H]2CCCN2)COC1,-5.3
CC1(C[C@H]2CCCN2)COC1,-4.8
CC1(C[C@@H]2CNCCO2)COC1,-5.3
CC1(C[C@H]2CNCCO2)COC1,-4.2
C[C@@]1(CC=O)CCOc2ccccc21,-6.1
C[C@]1(CC=O)CCOc2ccccc21,-5.5
C[C@@]1(CC=O)CCc2ccccc2C1,-6.2
C[C@]1(CC=O)CCc2ccccc2C1,-6.7
CC(C)(C)C(F)(F)CC[C@@]1(C)CCOC1,-5.1
CC(C)(C)C(F)(F)CC[C@]1(C)CCOC1,-4.8
C[C@@]1(CCC2OCCO2)CCCC(=O)C1,-6.1
C[C@]1(CCC2OCCO2)CCCC(=O)C1,-5.5
C[C@@]1(CCCCN)Cc2ccccc2C1=O,-6.5
C[C@]1(CCCCN)Cc2ccccc2C1=O,-6.8
C[C@@]1(CCCN)CNCN1,-4.4
C[C@]1(CCCN)CNCN1,-4.7
C[C@@]1(CCCNN)NC(=O)NC1=O,-5.1
C[C@]1(CCCNN)NC(=O)NC1=O,-5.4
C[C@@]1(CCCO)CNCCN1C(=O)O,-4.9
C[C@]1(CCCO)CNCCN1C(=O)O,-4.1
C[C@@]1(CCCc2ccccc2)CC(=O)N1,-7.0
C[C@]1(CCCc2ccccc2)CC(=O)N1,-6.7
C[C@@]1(CCF)CCNC1,-4.6
C[C@]1(CCF)CCNC1,-4.3
C[C@@]1(CCN)CC(=O)c2ccccc21,-4.8
C[C@]1(CCN)CC(=O)c2ccccc21,-5.8
C[C@@]1(CCN=[N+]=[N-])C=Cc2ccccc2C1,-7.4
C[C@]1(CCN=[N+]=[N-])C=Cc2ccccc2C1,-6.8
C[C@@]1(CCN=[N+]=[N-])CC=Cc2ccccc21,-6.1
C[C@]1(CCN=[N+]=[N-])CC=Cc2ccccc21,-6.6
C[C@@]1(CCO)C=CCO1,-4.6
C[C@]1(CCO)C=CCO1,-4.2
CC1(C)CO[C@@](C)(CCO)CN1C=O,-3.7
CC1(C)CO[C@](C)(CCO)CN1C=O,-4.0
C[C@@]1(CCS)CC=CS1,-4.1
C[C@]1(CCS)CC=CS1,-3.8
C[C@@]1(CCS)CCCS1,-3.8
C[C@]1(CCS)CCCS1,-4.1
C[C@@]1(CCc2ccc(F)cc2)COC=N1,-6.5
C[C@]1(CCc2ccc(F)cc2)COC=N1,-6.8
C[C@@]1(CCc2ccccc2)CC(=O)NC1=O,-7.1
C[C@]1(CCc2ccccc2)CC(=O)NC1=O,-6.7
C[C@@]1(CCc2ccccc2)CCNC1,-6.9
C[C@]1(CCc2ccccc2)CCNC1,-6.5
C[C@@]1(CCc2ccccc2)COC(N)=N1,-7.1
C[C@]1(CCc2ccccc2)COC(N)=N1,-6.7
C[C@@]1(CCc2ccccc2)COC=N1,-6.2
C[C@]1(CCc2ccccc2)COC=N1,-6.5
C[C@@]1(CCl)OC(=O)C1(Cl)Cl,-3.9
C[C@]1(CCl)OC(=O)C1(Cl)Cl,-3.6
C[C@@]1(CN)CCCN1C1CCCCCC1,-4.5
C[C@]1(CN)CCCN1C1CCCCCC1,-6.0
C[C@@]1(CN)CCCc2cc(O)ccc21,-6.1
C[C@]1(CN)CCCc2cc(O)ccc21,-5.6
C[C@@]1(CN)CCCc2ccc(Cl)cc21,-5.2
C[C@]1(CN)CCCc2ccc(Cl)cc21,-6.1
C[C@@]1(CN)CCCc2cccc(F)c21,-5.2
C[C@]1(CN)CCCc2cccc(F)c21,-5.6
C[C@@]1(CN)CCOc2cc(O)ccc21,-5.9
C[C@]1(CN)CCOc2cc(O)ccc21,-5.3
C[C@@]1(CN)CCOc2ccc(O)cc21,-6.2
C[C@]1(CN)CCOc2ccc(O)cc21,-5.7
C[C@@]1(CN)CCc2c(F)cccc2C1,-6.0
C[C@]1(CN)CCc2c(F)cccc2C1,-6.8
C[C@@]1(CN)CCc2ccc(F)cc2C1,-5.7
C[C@]1(CN)CCc2ccc(F)cc2C1,-6.5
C[C@@]1(CN)CCc2cccc(F)c2C1,-5.6
C[C@]1(CN)CCc2cccc(F)c2C1,-6.4
C[C@@]1(CN)CCc2cccc(O)c2C1,-6.2
C[C@]1(CN)CCc2cccc(O)c2C1,-7.0
C[C@@]1(CN)COc2c(F)cccc2C1,-5.9
C[C@]1(CN)COc2c(F)cccc2C1,-6.2
C[C@@]1(CN)COc2cc(Cl)ccc2C1,-6.1
C[C@]1(CN)COc2cc(Cl)ccc2C1,-6.5
C[C@@]1(CN)COc2cc(F)ccc2C1,-5.9
C[C@]1(CN)COc2cc(F)ccc2C1,-6.3
C[C@@]1(CN)COc2ccc(F)cc2C1,-5.7
C[C@]1(CN)COc2ccc(F)cc2C1,-6.2
C[C@@]1(CN)COc2cccc(Cl)c2C1,-4.7
C[C@]1(CN)COc2cccc(Cl)c2C1,-5.4
C[C@@]1(CN)Cc2ccccc2O1,-5.9
C[C@]1(CN)Cc2ccccc2O1,-5.6
C[C@@]1(CN)NC=CC=C1CN,-4.7
C[C@]1(CN)NC=CC=C1CN,-4.4
C[C@@]1(CN2C(=O)CNC2=O)CCCN1,-5.0
C[C@]1(CN2C(=O)CNC2=O)CCCN1,-5.3
C[C@@]1(CN2CC(=O)N(C3CC3)C2)CCNC1,-6.7
C[C@]1(CN2CC(=O)N(C3CC3)C2)CCNC1,-5.7
CC1(CN2CC(=O)N3CCC[C@@H]3C2=O)CC1,-6.5
CC1(CN2CC(=O)N3CCC[C@H]3C2=O)CC1,-6.0
CC1(CN2CC(=O)N[C@@H](C3CC3)C2=O)CC1,-4.6
CC1(CN2CC(=O)N[C@H](C3CC3)C2=O)CC1,-5.2
CC1(CN2C[C@@H](CN)CC2=O)CC1,-5.2
CC1(CN2C[C@H](CN)CC2=O)CC1,-4.8
C[C@@]1(CN2CCC(F)(F)C2)CCNC1,-5.3
C[C@]1(CN2CCC(F)(F)C2)CCNC1,-5.6
CC1(CN2CC[C@@H](N)C(C)(C)C2)CCC1,-4.8
CC1(CN2CC[C@H](N)C(C)(C)C2)CCC1,-5.7
CC1(CN2CC[C@@H](NC3CC3)C2=O)CC1,-5.1
CC1(CN2CC[C@H](NC3CC3)C2=O)CC1,-6.3
C[C@@]1(CN2CCC2)CCCNC1,-5.2
C[C@]1(CN2CCC2)CCCNC1,-4.7
C[C@@]1(CN2CCC2)CCNC1,-5.1
C[C@]1(CN2CCC2)CCNC1,-4.6
CC1(CN2CCC[C@@H](N)C2)CCCCC1,-4.9
CC1(CN2CCC[C@H](N)C2)CCCCC1,-4.4
C[C@@]1(CN2CCCC3(CCC3)C2)CCNC1,-5.4
C[C@]1(CN2CCCC3(CCC3)C2)CCNC1,-5.1
C[C@@]1(CN2CCCCC2)CCNC1,-5.4
C[C@]1(CN2CCCCC2)CCNC1,-5.0
CC1(CN2CCCN3CCCC[C@@H]3C2)CC1,-3.7
CC1(CN2CCCN3CCCC[C@H]3C2)CC1,-5.8
CC1(CN2CCCN[C@@](C)(C3CC3)C2)CC1,-4.7
CC1(CN2CCCN[C@](C)(C3CC3)C2)CC1,-3.2
CC1(CN2CCN[C@@](C)(C3CC3)C2)CC1,-4.1
CC1(CN2CCN[C@](C)(C3CC3)C2)CC1,-4.9
C[C@@]1(CN2CCOCC3(CC3)C2)CCNC1,-5.1
C[C@]1(CN2CCOCC3(CC3)C2)CCNC1,-4.3
C[C@@]1(CN2CCn3ncnc3C2)CCNC1,-6.6
C[C@]1(CN2CCn3ncnc3C2)CCNC1,-5.5
C[C@@]1(CN=[N+]=[N-])CC(=O)Nc2ccccc21,-5.2
C[C@]1(CN=[N+]=[N-])CC(=O)Nc2ccccc21,-5.7
C[C@@]1(CN=[N+]=[N-])CC(c2ccccc2)=NO1,-6.5
C[C@]1(CN=[N+]=[N-])CC(c2ccccc2)=NO1,-6.8
C[C@@]1(CN=[N+]=[N-])CCCNC1,-5.1
C[C@]1(CN=[N+]=[N-])CCCNC1,-4.6
C[C@@]1(CN=[N+]=[N-])CCOc2ccc(F)cc21,-5.6
C[C@]1(CN=[N+]=[N-])CCOc2ccc(F)cc21,-5.9
C[C@@]1(CN=[N+]=[N-])CNCCO1,-4.6
C[C@]1(CN=[N+]=[N-])CNCCO1,-4.3
CC1(CNC(=O)[C@@H](N)C(C)(C)C)CC1,-5.5
CC1(CNC(=O)[C@H](N)C(C)(C)C)CC1,-5.2
CC1(CNC(=O)[C@@H](N)C(C)(C)C)COC1,-5.2
CC1(CNC(=O)[C@H](N)C(C)(C)C)COC1,-5.5
CC1(CNC(=O)[C@@]2(C)CCCCN2)CC1,-5.1
CC1(CNC(=O)[C@]2(C)CCCCN2)CC1,-6.1
CC1(CNC(=O)[C@@]2(C)CCCCN2)CCC1,-5.5
CC1(CNC(=O)[C@]2(C)CCCCN2)CCC1,-6.0
C[C@@]1(CNC(=O)C2CCCCC2)CCCN1,-7.0
C[C@]1(CNC(=O)C2CCCCC2)CCCN1,-6.6
CC1(CNC(=O)[C@@H]2CCCCN2)COC1,-6.4
CC1(CNC(=O)[C@H]2CCCCN2)COC1,-5.5
CC1(CNC(=O)[C@@H]2CCCNC2)COC1,-5.9
CC1(CNC(=O)[C@H]2CCCNC2)COC1,-6.4
CC1(CNC(=O)[C@@H]2CNCCO2)COC1,-6.0
CC1(CNC(=O)[C@H]2CNCCO2)COC1,-5.3
CC1(CNC(=O)[C@@H]2COCCN2)COC1,-5.9
CC1(CNC(=O)[C@H]2COCCN2)COC1,-5.1
CC1(CNC(=O)[C@@H]2CSCN2)COC1,-5.7
CC1(CNC(=O)[C@H]2CSCN2)COC1,-5.4
C[C@@]1(CNC(=O)CC(F)(F)F)CCCN1,-5.8
C[C@]1(CNC(=O)CC(F)(F)F)CCCN1,-6.1
CC1(CNC(=O)N[C@@H](CO)C(=O)O)CC1,-5.8
CC1(CNC(=O)N[C@H](CO)C(=O)O)CC1,-5.5
CC1(CNC(=O)N[C@@H]2CCOC2)CCC1,-6.3
CC1(CNC(=O)N[C@H]2CCOC2)CCC1,-5.9
